key,cluster,description,label,new_label
slice,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
relation gap,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
solitary,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
blow up time,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
divide-and-conquer,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
filling,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
fractures,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
partition,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
partition-valued fragmentions,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
disjoint,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
damage,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
fragmentation,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
separably,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
gap existence,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
core,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
splitting,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
Voiculescu's strictly local decomposition,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
gaps,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
fragmentions,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
nested partitions,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
separation,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
fragments,67,"The study of geometric shapes and their properties, focusing on how they change when stretched, bent, or compressed while preserving neighboring relationships (adjacency).",Topology,Topology_67
